rho,cost_optimal,cost_80rule,cost_symmetric,save_vs_80,save_vs_symmetric
5,0.7819444444444444,1.0923611111111111,1.4166666666666667,28.4170375079466,44.80392156862745
10,0.9069444444444444,1.9881944444444444,2.8333333333333335,54.38351379671673,67.99019607843137
20,0.95625,3.779861111111111,5.666666666666667,74.70145140547491,83.12500000000001
50,0.95625,9.154861111111112,14.166666666666666,89.55472957596905,93.25
100,0.95625,18.113194444444446,28.333333333333332,94.72069930606142,96.625
