n,mean_scs,assign_acc
211,0.17437469988763704,0.4312796208530806
716,0.30088896316193686,0.6703910614525139
446,0.47682458502537134,0.8834080717488789
64,0.6578473834261123,1.0
3,0.818699599310632,1.0
