rho,cost_optimal,cost_80rule,savings_pct
5,0.7819444444444444,1.0923611111111111,28.4170375079466
10,0.9069444444444444,1.9881944444444444,54.38351379671673
20,0.95625,3.779861111111111,74.70145140547491
50,0.95625,9.154861111111112,89.55472957596905
100,0.95625,18.113194444444446,94.72069930606142
