scs_variant,spearman_vs_assign,pointbiserial
scs_dist_pooled,0.4375584440068173,0.36948464489866284
scs_conf_pooled,0.2806726395398625,0.25194404092867034
scs_dist_decomp,0.388477367379136,0.3529257182541069
scs_conf_decomp,0.3866237063413859,0.37473642923007344
