seller_id,assigned,assign_correct,scs_dist_pooled,scs_conf_pooled,scs_dist_decomp,scs_conf_decomp,W_dist,W_conf,B_s,H_between,item_accuracy,regime,n_stores,n_items_target,n_items_actual,method,eta,tilt,gt_segment,seller_accuracy
26,9,1,0.3795422458744417,0.4830182317986771,0.3795422458744417,0.48301823179867703,0.3795422458744417,0.48301823179867703,1.0,-0.0,0.8,focused,1,30,30,A_real,0.0,hard,9,0.8
27,8,1,0.6480720909178477,0.700584707570961,0.6480720909178477,0.700584707570961,0.6480720909178477,0.700584707570961,1.0,-0.0,0.9666666666666667,focused,1,30,30,A_real,0.0,easy,8,0.9666666666666668
28,0,1,0.24165525641197763,0.3816321109719937,0.24165525641197763,0.3816321109719937,0.24165525641197763,0.3816321109719937,1.0,-0.0,0.7666666666666667,focused,1,30,30,A_real,0.0,neutral,0,0.7666666666666667
29,3,1,0.2601552636088218,0.38699235621161143,0.2601552636088218,0.38699235621161143,0.2601552636088218,0.38699235621161143,1.0,-0.0,0.7666666666666667,focused,1,30,30,A_real,0.0,hard,3,0.7666666666666667
30,2,1,0.382071269148129,0.542273085587575,0.382071269148129,0.5422730855875751,0.382071269148129,0.5422730855875751,1.0,-0.0,0.9666666666666667,focused,1,30,30,A_real,0.0,easy,2,0.9666666666666668
31,3,1,0.26317472108577455,0.37613731071764456,0.26317472108577455,0.37613731071764456,0.26317472108577455,0.37613731071764456,1.0,-0.0,0.8666666666666667,focused,1,30,30,A_real,0.0,neutral,3,0.8666666666666667
32,4,1,0.3706770447886082,0.451206423336403,0.3706770447886082,0.451206423336403,0.3706770447886082,0.451206423336403,1.0,-0.0,0.8666666666666667,focused,1,30,30,A_real,0.0,hard,4,0.8666666666666667
33,8,1,0.2670612071725787,0.4569261341051809,0.2670612071725787,0.45692613410518085,0.2670612071725787,0.45692613410518085,1.0,-0.0,0.7666666666666667,focused,1,30,30,A_real,0.0,easy,8,0.7666666666666667
34,6,1,0.2796032556300709,0.4486603301368842,0.2796032556300709,0.4486603301368842,0.2796032556300709,0.4486603301368842,1.0,-0.0,0.8333333333333334,focused,1,30,30,A_real,0.0,neutral,6,0.8333333333333334
35,3,1,0.300408111023424,0.3746552213050956,0.300408111023424,0.3746552213050956,0.300408111023424,0.3746552213050956,1.0,-0.0,0.8666666666666667,focused,1,30,30,A_real,0.0,hard,3,0.8666666666666667
36,1,1,0.7497074640704259,0.7656355043938824,0.7497074640704259,0.7656355043938824,0.7497074640704259,0.7656355043938824,1.0,-0.0,0.9666666666666667,focused,1,30,30,A_real,0.0,easy,1,0.9666666666666668
37,6,1,0.25794646674868366,0.4001191037078475,0.25794646674868366,0.4001191037078475,0.25794646674868366,0.4001191037078475,1.0,-0.0,0.7666666666666667,focused,1,30,30,A_real,0.0,neutral,6,0.7666666666666667
38,3,1,0.17387097531994028,0.31226212704836415,0.17387097531994028,0.31226212704836415,0.17387097531994028,0.31226212704836415,1.0,-0.0,0.7,focused,1,30,30,A_real,0.0,hard,3,0.7
39,10,1,0.3706770447886082,0.48546983263707594,0.3706770447886082,0.48546983263707594,0.3706770447886082,0.48546983263707594,1.0,-0.0,1.0,focused,1,30,30,A_real,0.0,easy,10,1.0
40,5,1,0.5652199581613923,0.6152694333928915,0.5652199581613923,0.6152694333928915,0.5652199581613923,0.6152694333928915,1.0,-0.0,0.91,focused,1,100,100,A_real,0.0,easy,5,0.91
41,6,1,0.3094785849721547,0.4525692749903586,0.3094785849721547,0.4525692749903586,0.3094785849721547,0.4525692749903586,1.0,-0.0,0.86,focused,1,100,100,A_real,0.0,neutral,6,0.86
42,9,1,0.27198052784903104,0.3860340667345885,0.27198052784903104,0.3860340667345885,0.27198052784903104,0.3860340667345885,1.0,-0.0,0.85,focused,1,100,100,A_real,0.0,hard,9,0.85
43,2,1,0.35911926996371396,0.4640408977691414,0.359119269963714,0.4640408977691414,0.359119269963714,0.4640408977691414,1.0,-0.0,0.91,focused,1,100,100,A_real,0.0,easy,2,0.91
44,1,1,0.6877892080522539,0.7202407665904457,0.6877892080522539,0.7202407665904457,0.6877892080522539,0.7202407665904457,1.0,-0.0,0.98,focused,1,100,100,A_real,0.0,neutral,1,0.98
45,3,1,0.15879818429561474,0.3007749809945385,0.15879818429561474,0.3007749809945385,0.15879818429561474,0.3007749809945385,1.0,-0.0,0.75,focused,1,100,100,A_real,0.0,hard,3,0.75
46,2,1,0.42661773302619804,0.49374947889599113,0.42661773302619804,0.49374947889599113,0.42661773302619804,0.49374947889599113,1.0,-0.0,0.9,focused,1,100,100,A_real,0.0,easy,2,0.9
47,8,1,0.24413305902584764,0.423623636890979,0.24413305902584764,0.423623636890979,0.24413305902584764,0.423623636890979,1.0,-0.0,0.89,focused,1,100,100,A_real,0.0,neutral,8,0.89
48,9,1,0.46995896650175967,0.5286463701016231,0.46995896650175967,0.5286463701016231,0.46995896650175967,0.5286463701016231,1.0,-0.0,0.9,focused,1,100,100,A_real,0.0,hard,9,0.9
49,2,1,0.30530200196329016,0.44242142193278255,0.30530200196329016,0.44242142193278255,0.30530200196329016,0.44242142193278255,1.0,-0.0,0.89,focused,1,100,100,A_real,0.0,easy,2,0.89
50,8,1,0.6095025573246536,0.6459175922948102,0.6095025573246536,0.6459175922948102,0.6095025573246536,0.6459175922948102,1.0,-0.0,0.92,focused,1,100,100,A_real,0.0,neutral,8,0.92
51,9,1,0.24173221758885122,0.38185778389322217,0.2417322175888512,0.38185778389322217,0.2417322175888512,0.38185778389322217,1.0,-0.0,0.85,focused,1,100,100,A_real,0.0,hard,9,0.85
52,10,1,0.4837947763746745,0.5644065338870119,0.48379477637467455,0.5644065338870119,0.48379477637467455,0.5644065338870119,1.0,-0.0,0.93,focused,1,100,100,A_real,0.0,easy,10,0.93
53,10,1,0.38706532043997927,0.5041022159273937,0.38706532043997927,0.5041022159273937,0.38706532043997927,0.5041022159273937,1.0,-0.0,0.93,focused,1,100,100,A_real,0.0,neutral,10,0.93
54,0,1,0.2458578078064415,0.3696502005426167,0.2458578078064415,0.3696502005426167,0.2458578078064415,0.3696502005426167,1.0,-0.0,0.83,focused,1,100,100,A_real,0.0,hard,0,0.83
55,8,1,0.41290454762868706,0.4852021333698037,0.41290454762868706,0.48520213336980367,0.41290454762868706,0.48520213336980367,1.0,-0.0,0.93,focused,1,100,100,A_real,0.0,easy,8,0.93
56,6,1,0.6579401947357731,0.6962704246830533,0.657940194735773,0.6962704246830533,0.657940194735773,0.6962704246830533,1.0,-0.0,0.92,focused,1,100,100,A_real,0.0,neutral,6,0.92
57,7,1,0.3114303599799344,0.42509734727461784,0.3114303599799344,0.42509734727461784,0.3114303599799344,0.42509734727461784,1.0,-0.0,0.87,focused,1,100,100,A_real,0.0,hard,7,0.87
58,1,1,0.3828818986328727,0.5047707675269286,0.3828818986328727,0.5047707675269286,0.3828818986328727,0.5047707675269286,1.0,-0.0,0.97,focused,1,100,100,A_real,0.0,easy,1,0.97
59,0,1,0.2892176951951205,0.3909746464962504,0.2892176951951205,0.3909746464962504,0.2892176951951205,0.3909746464962504,1.0,-0.0,0.83,focused,1,100,100,A_real,0.0,neutral,0,0.83
60,4,1,0.2764035683390721,0.3705327307790192,0.2764035683390721,0.3705327307790192,0.2764035683390721,0.3705327307790192,1.0,-0.0,0.76,focused,1,100,100,A_real,0.0,hard,4,0.76
61,8,1,0.21687054442860057,0.36023613114032327,0.21687054442860057,0.36023613114032327,0.21687054442860057,0.36023613114032327,1.0,-0.0,0.88,focused,1,100,100,A_real,0.0,easy,8,0.88
62,1,1,0.2754669604525568,0.42111095851476815,0.2754669604525568,0.4211109585147682,0.2754669604525568,0.4211109585147682,1.0,-0.0,0.92,focused,1,100,100,A_real,0.0,neutral,1,0.92
63,3,1,0.2884722480970575,0.36006801634286645,0.2884722480970575,0.36006801634286645,0.2884722480970575,0.36006801634286645,1.0,-0.0,0.74,focused,1,100,100,A_real,0.0,hard,3,0.74
64,1,1,0.40771885729817803,0.5074796438082877,0.40771885729817803,0.5074796438082877,0.40771885729817803,0.5074796438082877,1.0,-0.0,0.95,focused,1,100,100,A_real,0.0,easy,1,0.95
65,9,1,0.2673665809976764,0.40070110471432124,0.2673665809976764,0.40070110471432124,0.2673665809976764,0.40070110471432124,1.0,-0.0,0.83,focused,1,100,100,A_real,0.0,neutral,9,0.83
66,0,1,0.43903480000533296,0.4944817459945068,0.4390348000053329,0.4944817459945068,0.4390348000053329,0.4944817459945068,1.0,-0.0,0.88,focused,1,100,100,A_real,0.0,hard,0,0.88
67,6,1,0.4922845883435145,0.553377239947932,0.4922845883435145,0.553377239947932,0.4922845883435145,0.553377239947932,1.0,-0.0,0.92,focused,1,100,100,A_real,0.0,easy,6,0.92
68,4,1,0.2752384349581381,0.3980464077915769,0.2752384349581381,0.39804640779157696,0.2752384349581381,0.39804640779157696,1.0,-0.0,0.85,focused,1,100,100,A_real,0.0,neutral,4,0.85
69,7,1,0.2735923504663007,0.40013756263881595,0.2735923504663007,0.40013756263881595,0.2735923504663007,0.40013756263881595,1.0,-0.0,0.85,focused,1,100,100,A_real,0.0,hard,7,0.85
70,1,1,0.5424974776087064,0.5990202540083952,0.5424974776087064,0.5990202540083952,0.5424974776087064,0.5990202540083952,1.0,-0.0,0.96,focused,1,100,100,A_real,0.0,easy,1,0.96
71,9,1,0.5257359756976913,0.5655119998820956,0.5257359756976913,0.5655119998820956,0.5257359756976913,0.5655119998820956,1.0,-0.0,0.91,focused,1,100,100,A_real,0.0,neutral,9,0.91
72,9,1,0.20682517820216006,0.36815298647724487,0.20682517820216006,0.36815298647724487,0.20682517820216006,0.36815298647724487,1.0,-0.0,0.82,focused,1,100,100,A_real,0.0,hard,9,0.82
73,6,1,0.451830435259319,0.5264444146561491,0.451830435259319,0.5264444146561491,0.451830435259319,0.5264444146561491,1.0,-0.0,0.87,focused,1,100,100,A_real,0.0,easy,6,0.87
74,10,1,0.2832489058190503,0.4396904690378775,0.2832489058190503,0.4396904690378775,0.2832489058190503,0.4396904690378775,1.0,-0.0,0.95,focused,1,100,100,A_real,0.0,neutral,10,0.95
75,0,1,0.32375080275104057,0.46277647225411034,0.3237508027510405,0.4627764722541103,0.3237508027510405,0.4627764722541103,1.0,-0.0,0.88,focused,1,100,100,A_real,0.0,hard,0,0.88
76,10,1,0.3029401806305276,0.4420869637878419,0.3029401806305276,0.4420869637878419,0.3029401806305276,0.4420869637878419,1.0,-0.0,0.9,focused,1,100,100,A_real,0.0,easy,10,0.9
77,5,1,0.5299365988886677,0.6190837069847598,0.5299365988886677,0.6190837069847598,0.5299365988886677,0.6190837069847598,1.0,-0.0,0.96,focused,1,100,100,A_real,0.0,neutral,5,0.96
78,0,1,0.32854170257156984,0.4389888832946325,0.3285417025715699,0.4389888832946325,0.3285417025715699,0.4389888832946325,1.0,-0.0,0.8,focused,1,100,100,A_real,0.0,hard,0,0.8
79,2,1,0.2893736003130887,0.4755274607768185,0.2893736003130887,0.4755274607768185,0.2893736003130887,0.4755274607768185,1.0,-0.0,0.91,focused,1,100,100,A_real,0.0,easy,2,0.91
80,2,1,0.2865568154550759,0.4718138335503928,0.2865568154550759,0.4718138335503928,0.2865568154550759,0.4718138335503928,1.0,-0.0,0.9233333333333333,focused,1,300,300,A_real,0.0,easy,2,0.9233333333333332
81,1,1,0.46421703849694584,0.540199089351043,0.4642170384969458,0.540199089351043,0.4642170384969458,0.540199089351043,1.0,-0.0,0.9633333333333334,focused,1,300,300,A_real,0.0,neutral,1,0.9633333333333334
82,0,1,0.30389569987737935,0.3920803057648596,0.30389569987737935,0.3920803057648596,0.30389569987737935,0.3920803057648596,1.0,-0.0,0.84,focused,1,300,300,A_real,0.0,hard,0,0.84
83,2,1,0.24355693139026396,0.39289896012501324,0.24355693139026394,0.39289896012501324,0.24355693139026394,0.39289896012501324,1.0,-0.0,0.8633333333333333,focused,1,300,300,A_real,0.0,easy,2,0.8633333333333333
84,3,1,0.23161658193412188,0.32330295504964535,0.23161658193412188,0.32330295504964535,0.23161658193412188,0.32330295504964535,1.0,-0.0,0.7033333333333334,focused,1,300,300,A_real,0.0,neutral,3,0.7033333333333334
85,0,1,0.2606624392107023,0.37723424767540026,0.2606624392107023,0.37723424767540026,0.2606624392107023,0.37723424767540026,1.0,-0.0,0.8233333333333334,focused,1,300,300,A_real,0.0,hard,0,0.8233333333333334
86,8,1,0.305529155794603,0.43902316841181,0.305529155794603,0.43902316841180994,0.305529155794603,0.43902316841180994,1.0,-0.0,0.9166666666666666,focused,1,300,300,A_real,0.0,easy,8,0.9166666666666666
87,3,1,0.27749544068314763,0.35481417213509564,0.27749544068314763,0.35481417213509564,0.27749544068314763,0.35481417213509564,1.0,-0.0,0.7866666666666666,focused,1,300,300,A_real,0.0,neutral,3,0.7866666666666666
88,7,1,0.3409810466332609,0.4310035668414833,0.3409810466332609,0.4310035668414832,0.3409810466332609,0.4310035668414832,1.0,-0.0,0.8366666666666667,focused,1,300,300,A_real,0.0,hard,7,0.8366666666666667
89,6,1,0.3095915142120728,0.44738329788584075,0.3095915142120728,0.44738329788584075,0.3095915142120728,0.44738329788584075,1.0,-0.0,0.88,focused,1,300,300,A_real,0.0,easy,6,0.88
90,10,1,0.6925867729384447,0.7137632856022952,0.6925867729384447,0.7137632856022952,0.6925867729384447,0.7137632856022952,1.0,-0.0,0.9566666666666667,focused,1,300,300,A_real,0.0,neutral,10,0.9566666666666668
91,0,1,0.3575965198352742,0.43516908732991477,0.3575965198352742,0.4351690873299148,0.3575965198352742,0.4351690873299148,1.0,-0.0,0.8266666666666667,focused,1,300,300,A_real,0.0,hard,0,0.8266666666666667
92,8,1,0.28985160646875086,0.4119648863074894,0.28985160646875086,0.4119648863074894,0.28985160646875086,0.4119648863074894,1.0,-0.0,0.8933333333333333,focused,1,300,300,A_real,0.0,easy,8,0.8933333333333333
93,0,1,0.3538794998491966,0.4283802786696147,0.3538794998491966,0.42838027866961476,0.3538794998491966,0.42838027866961476,1.0,-0.0,0.8266666666666667,focused,1,300,300,A_real,0.0,neutral,0,0.8266666666666667
94,3,1,0.2635167616675551,0.3547420567518863,0.2635167616675551,0.3547420567518863,0.2635167616675551,0.3547420567518863,1.0,-0.0,0.7333333333333333,focused,1,300,300,A_real,0.0,hard,3,0.7333333333333333
95,1,1,0.6275808341940652,0.6660516792176961,0.6275808341940652,0.6660516792176961,0.6275808341940652,0.6660516792176961,1.0,-0.0,0.95,focused,1,300,300,A_real,0.0,easy,1,0.95
96,8,1,0.5849607408698678,0.6144903848894874,0.5849607408698678,0.6144903848894874,0.5849607408698678,0.6144903848894874,1.0,-0.0,0.9333333333333333,focused,1,300,300,A_real,0.0,neutral,8,0.9333333333333332
97,9,1,0.28970775010646493,0.4075319749633705,0.28970775010646493,0.4075319749633705,0.28970775010646493,0.4075319749633705,1.0,-0.0,0.8966666666666666,focused,1,300,300,A_real,0.0,hard,9,0.8966666666666666
98,8,1,0.3831094110254505,0.47722110932327366,0.3831094110254505,0.4772211093232736,0.3831094110254505,0.4772211093232736,1.0,-0.0,0.8833333333333333,focused,1,300,300,A_real,0.0,easy,8,0.8833333333333333
99,6,1,0.3935984642907521,0.5255873126513698,0.3935984642907521,0.5255873126513698,0.3935984642907521,0.5255873126513698,1.0,-0.0,0.9333333333333333,focused,1,300,300,A_real,0.0,neutral,6,0.9333333333333332
100,0,1,0.36327730886106985,0.437965530428268,0.36327730886106985,0.4379655304282681,0.36327730886106985,0.4379655304282681,1.0,-0.0,0.82,focused,1,300,300,A_real,0.0,hard,0,0.82
101,1,1,0.43452136242624884,0.5234079981998382,0.43452136242624884,0.5234079981998382,0.43452136242624884,0.5234079981998382,1.0,-0.0,0.9466666666666667,focused,1,300,300,A_real,0.0,easy,1,0.9466666666666668
102,1,1,0.5715822039045438,0.6185982131793389,0.5715822039045438,0.6185982131793389,0.5715822039045438,0.6185982131793389,1.0,-0.0,0.9366666666666666,focused,1,300,300,A_real,0.0,neutral,1,0.9366666666666666
103,7,1,0.19620135916268033,0.3440583858064186,0.19620135916268033,0.3440583858064186,0.19620135916268033,0.3440583858064186,1.0,-0.0,0.8333333333333334,focused,1,300,300,A_real,0.0,hard,7,0.8333333333333334
104,6,1,0.45220282785306887,0.5254644787110836,0.4522028278530688,0.5254644787110836,0.4522028278530688,0.5254644787110836,1.0,-0.0,0.88,focused,1,300,300,A_real,0.0,easy,6,0.88
105,0,1,0.3582048108175311,0.4288397559263921,0.3582048108175311,0.42883975592639206,0.3582048108175311,0.42883975592639206,1.0,-0.0,0.8366666666666667,focused,1,300,300,A_real,0.0,neutral,0,0.8366666666666667
106,0,1,0.49708429995153736,0.5279228796048581,0.4970842999515373,0.5279228796048581,0.4970842999515373,0.5279228796048581,1.0,-0.0,0.8433333333333334,focused,1,300,300,A_real,0.0,hard,0,0.8433333333333334
107,2,1,0.5235956233675366,0.5692232081899209,0.5235956233675366,0.5692232081899209,0.5235956233675366,0.5692232081899209,1.0,-0.0,0.8666666666666667,focused,1,300,300,A_real,0.0,easy,2,0.8666666666666667
108,10,1,0.5012283676166502,0.5587093715029863,0.5012283676166502,0.5587093715029863,0.5012283676166502,0.5587093715029863,1.0,-0.0,0.9266666666666666,focused,1,300,300,A_real,0.0,neutral,10,0.9266666666666666
109,9,1,0.29634968485252794,0.42446878355617007,0.29634968485252794,0.42446878355617007,0.29634968485252794,0.42446878355617007,1.0,-0.0,0.8533333333333334,focused,1,300,300,A_real,0.0,hard,9,0.8533333333333334
110,5,1,0.3577173790395469,0.4607014520309174,0.3577173790395469,0.46070145203091734,0.3577173790395469,0.46070145203091734,1.0,-0.0,0.9266666666666666,focused,1,300,300,A_real,0.0,easy,5,0.9266666666666666
111,6,1,0.2729884240165589,0.42407488662431514,0.2729884240165589,0.42407488662431514,0.2729884240165589,0.42407488662431514,1.0,-0.0,0.8966666666666666,focused,1,300,300,A_real,0.0,neutral,6,0.8966666666666666
112,9,1,0.35428653631900897,0.461822540320405,0.35428653631900897,0.46182254032040493,0.35428653631900897,0.46182254032040493,1.0,-0.0,0.8966666666666666,focused,1,300,300,A_real,0.0,hard,9,0.8966666666666666
113,10,1,0.45421075338049016,0.5320796802478905,0.45421075338049016,0.5320796802478905,0.45421075338049016,0.5320796802478905,1.0,-0.0,0.9466666666666667,focused,1,300,300,A_real,0.0,easy,10,0.9466666666666668
114,6,1,0.445277191422654,0.5203627631019286,0.445277191422654,0.5203627631019286,0.445277191422654,0.5203627631019286,1.0,-0.0,0.92,focused,1,300,300,A_real,0.0,neutral,6,0.92
115,0,1,0.2407438823950982,0.37276583319494727,0.2407438823950982,0.37276583319494727,0.2407438823950982,0.37276583319494727,1.0,-0.0,0.83,focused,1,300,300,A_real,0.0,hard,0,0.83
116,8,1,0.23840913329993554,0.3751863712652295,0.23840913329993554,0.3751863712652295,0.23840913329993554,0.3751863712652295,1.0,-0.0,0.8766666666666667,focused,1,300,300,A_real,0.0,easy,8,0.8766666666666667
117,9,1,0.3636617288064342,0.4500563714214341,0.3636617288064342,0.45005637142143406,0.3636617288064342,0.45005637142143406,1.0,-0.0,0.8433333333333334,focused,1,300,300,A_real,0.0,neutral,9,0.8433333333333334
118,0,1,0.1956056831035085,0.3427817146907891,0.1956056831035085,0.3427817146907891,0.1956056831035085,0.3427817146907891,1.0,-0.0,0.8633333333333333,focused,1,300,300,A_real,0.0,hard,0,0.8633333333333333
119,10,1,0.24602176930644512,0.40645268670263424,0.24602176930644512,0.40645268670263424,0.24602176930644512,0.40645268670263424,1.0,-0.0,0.92,focused,1,300,300,A_real,0.0,easy,10,0.92
120,2,1,0.45743219254092743,0.5582265720396457,0.545507640695975,0.6426040726143578,0.545507640695975,0.6426040726143578,1.0,-0.0,0.9333333333333333,focused,2,30,30,A_real,0.0,easy,2,0.9333333333333332
121,3,1,0.2418932755796451,0.37037910553043746,0.2820905484786581,0.4174702701678887,0.2820905484786581,0.4174702701678887,1.0,-0.0,0.7666666666666667,focused,2,30,30,A_real,0.0,neutral,3,0.7666666666666667
122,9,1,0.2942803975541933,0.4034461667968388,0.3280209006698562,0.4457789295242716,0.3280209006698562,0.4457789295242716,1.0,-0.0,0.8666666666666667,focused,2,30,30,A_real,0.0,hard,9,0.8666666666666667
123,2,1,0.3414119168063692,0.44937584428370175,0.3839940308739808,0.4967197912238889,0.3839940308739808,0.4967197912238889,1.0,-0.0,0.8666666666666667,focused,2,30,30,A_real,0.0,easy,2,0.8666666666666667
124,1,1,0.2803442611279192,0.4229532409496973,0.3425386637815098,0.5042029400371734,0.3425386637815098,0.5042029400371734,1.0,-0.0,0.8666666666666667,focused,2,30,30,A_real,0.0,neutral,1,0.8666666666666667
125,3,1,0.22657518983264996,0.3369348114140808,0.24870798718200868,0.3691190159897332,0.24870798718200868,0.3691190159897332,1.0,-0.0,0.7666666666666667,focused,2,30,30,A_real,0.0,hard,3,0.7666666666666667
126,5,1,0.3213689526518562,0.4617775592424483,0.39007652757808103,0.5400922481517664,0.39007652757808103,0.5400922481517664,1.0,-0.0,0.9333333333333333,focused,2,30,30,A_real,0.0,easy,5,0.9333333333333332
127,6,1,0.4698466303457333,0.5442457673333495,0.5539832073987782,0.6233246893860371,0.5539832073987782,0.6233246893860371,1.0,-0.0,0.9,focused,2,30,30,A_real,0.0,neutral,6,0.9
128,3,1,0.18716926378260612,0.33003683682665824,0.21039797613733907,0.37051834765198455,0.21039797613733907,0.37051834765198455,1.0,-0.0,0.8,focused,2,30,30,A_real,0.0,hard,3,0.8
129,6,1,0.3062284258999428,0.4561495666866329,0.33253290066619606,0.49605952076682913,0.33253290066619606,0.49605952076682913,1.0,-0.0,0.8666666666666667,focused,2,30,30,A_real,0.0,easy,6,0.8666666666666667
130,7,1,0.24517296627845073,0.38442530858544754,0.2700057939624617,0.42237678380193144,0.2700057939624617,0.42237678380193144,1.0,-0.0,0.9,focused,2,30,30,A_real,0.0,neutral,7,0.9
